Zip Code,State,Population,White,Black,AI,Asian,NHOPI,Other,Mixed,Hispanic
01001,MA,"16,769",93.7,1.9,0.2,2.1,0.0,0.8,1.4,3.3
01002,MA,"10,591",80.4,5.0,0.3,8.2,0.0,2.1,4.0,7.7
01002,MA,"4,921",73.8,4.0,0.2,16.4,0.2,1.5,3.8,5.5
01002,MA,"4,994",69.2,8.0,0.6,12.0,0.0,4.6,5.7,12.1
01002,MA,"8,543",81.8,3.7,0.2,8.2,0.0,2.4,3.7,6.9
01003,MA,"8,474",77.1,6.2,0.1,11.2,0.0,1.8,3.6,5.1
01003,MA,"1,898",76.2,5.6,0.2,12.9,0.0,1.7,3.4,5.2
01005,MA,"1,009",97.5,0.6,0.4,0.3,0.0,0.3,0.9,1.0
01005,MA,"4,070",96.0,1.3,0.1,0.6,0.0,0.4,1.5,1.9
01007,MA,"2,899",91.0,1.8,0.1,2.7,0.1,1.7,2.6,4.5
01007,MA,"11,750",94.5,1.3,0.1,1.9,0.0,0.6,1.6,2.2
01008,MA,393,98.0,0.0,0.5,0.5,0.0,0.5,0.5,1.3
01008,MA,870,98.6,0.5,0.0,0.2,0.0,0.0,0.7,1.4
01009,MA,741,96.1,0.5,0.1,0.4,0.0,1.6,1.2,2.0
01010,MA,"3,609",96.8,0.8,0.3,0.5,0.1,0.1,1.6,2.2
01011,MA,627,99.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1
01011,MA,743,97.4,0.0,0.0,1.5,0.0,0.0,1.1,0.8
01012,MA,661,97.4,0.3,0.1,0.8,0.0,0.1,1.2,1.5
01013,MA,"23,188",83.5,4.2,0.5,1.1,0.1,8.0,2.8,22.0
01020,MA,"29,659",90.0,2.6,0.2,1.5,0.1,3.7,1.9,9.5
01022,MA,"2,451",79.2,12.9,0.5,1.4,0.1,3.5,2.4,10.9
01026,MA,946,97.9,0.3,0.0,0.2,0.0,0.6,0.9,1.5
01027,MA,"16,053",93.6,1.1,0.2,2.4,0.0,1.1,1.6,3.7
01027,MA,"1,607",98.1,0.2,0.1,0.5,0.0,0.3,0.8,1.9
01028,MA,"15,720",94.5,1.4,0.1,2.4,0.0,0.5,1.1,2.3
01029,MA,789,97.8,0.3,0.1,0.6,0.0,0.0,1.1,0.8
01030,MA,"11,669",95.9,1.0,0.1,1.2,0.0,0.6,1.1,3.3
01031,MA,"1,308",96.9,0.8,0.5,0.1,0.1,0.5,1.0,2.1
01032,MA,570,97.4,0.3,0.3,0.3,0.0,0.0,1.6,0.5
01033,MA,"1,368",95.8,0.5,0.0,1.3,0.0,0.7,1.7,2.7
01033,MA,"4,859",96.7,0.4,0.3,1.1,0.0,0.6,0.9,1.9
01034,MA,"2,021",96.7,0.7,0.5,0.3,0.0,0.4,1.4,1.7
01035,MA,"5,250",91.4,1.9,0.2,4.1,0.0,0.8,1.6,3.1
01036,MA,"5,109",96.7,0.5,0.1,1.4,0.0,0.4,1.0,1.5
01037,MA,838,96.4,1.1,0.1,0.2,0.0,0.4,1.8,1.7
01038,MA,"1,318",97.8,0.2,0.2,0.8,0.0,0.5,0.5,1.2
01038,MA,"1,227",97.5,0.6,0.0,0.3,0.0,0.9,0.7,2.0
01039,MA,"1,336",97.6,0.4,0.1,1.1,0.0,0.0,0.9,1.7
01040,MA,"39,880",66.0,4.7,0.8,1.1,0.1,23.5,3.9,48.4
01050,MA,936,96.9,0.4,0.4,0.2,0.0,0.2,1.8,1.7
01050,MA,"1,594",97.3,0.4,0.1,0.1,0.1,0.5,1.5,2.2
01053,MA,"1,685",92.4,2.8,0.2,1.3,0.1,1.6,1.7,3.3
01054,MA,"1,851",93.0,1.2,0.2,1.6,0.0,0.5,3.5,2.1
01056,MA,"21,103",94.0,2.4,0.1,0.8,0.0,1.3,1.4,5.6
01057,MA,"2,107",96.3,0.6,0.3,0.8,0.0,0.1,1.9,2.0
01057,MA,"6,427",97.0,0.9,0.2,0.5,0.0,0.2,1.1,1.7
01060,MA,"15,284",85.8,3.1,0.2,5.1,0.0,2.8,2.9,7.1
01062,MA,"11,150",90.2,2.0,0.4,2.6,0.1,2.2,2.5,6.8
01063,MA,430,69.5,6.5,0.2,16.5,0.0,2.1,5.1,6.7
01066,MA,64,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01068,MA,"1,902",97.6,0.6,0.0,0.4,0.1,0.3,1.1,2.4
01069,MA,"8,273",95.6,1.2,0.2,0.9,0.0,0.5,1.6,2.4
01069,MA,196,96.9,1.5,0.0,0.0,0.0,0.0,1.5,1.0
01070,MA,629,96.2,2.2,0.2,0.6,0.0,0.3,0.5,1.4
01071,MA,786,97.5,0.6,0.1,0.3,0.0,0.1,1.4,2.4
01071,MA,810,97.8,1.0,0.3,0.4,0.0,0.1,0.5,1.9
01072,MA,"1,478",91.8,2.0,0.7,1.1,0.0,0.5,3.9,2.8
01073,MA,"5,792",97.3,0.4,0.1,0.6,0.0,0.4,1.2,1.5
01074,MA,319,98.4,0.0,0.6,0.6,0.0,0.0,0.3,4.4
01075,MA,"17,527",90.0,2.2,0.1,4.0,0.1,1.3,2.2,4.3
01077,MA,"9,502",96.4,0.9,0.3,0.8,0.0,0.4,1.3,2.1
01079,MA,692,95.2,0.4,0.6,0.1,0.0,0.0,3.6,2.5
01080,MA,"2,334",95.3,1.1,0.2,1.1,0.0,0.8,1.5,2.7
01081,MA,"1,698",96.6,1.0,0.2,0.2,0.0,0.5,1.5,1.7
01082,MA,"6,170",92.9,1.3,0.4,0.6,0.0,1.9,2.9,5.3
01082,MA,"4,152",96.2,0.7,0.1,0.8,0.0,0.6,1.6,1.6
01083,MA,"1,361",97.1,0.5,0.0,0.0,0.1,0.5,1.8,2.6
01083,MA,"1,527",96.5,1.0,0.1,0.5,0.0,0.3,1.6,2.5
01084,MA,176,96.6,0.0,0.0,0.0,0.6,1.1,1.7,3.4
01085,MA,"40,407",92.8,1.6,0.3,1.3,0.0,2.2,1.8,7.6
01085,MA,710,96.5,0.0,0.8,0.4,0.0,0.1,2.1,1.3
01086,MA,687,93.6,2.2,0.3,1.0,0.0,1.0,1.9,4.5
01088,MA,670,96.6,1.8,0.0,0.3,0.0,0.0,1.3,0.9
01089,MA,"28,391",86.3,3.3,0.2,4.4,0.1,3.4,2.3,8.7
01092,MA,"1,394",96.5,0.3,0.4,0.7,0.1,0.4,1.6,2.4
01093,MA,325,98.2,0.9,0.0,0.0,0.0,0.0,0.9,0.6
01094,MA,351,97.7,0.3,0.3,0.0,0.0,0.3,1.4,2.3
01095,MA,100,97.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
01095,MA,"3,915",95.0,1.8,0.0,1.8,0.0,0.4,1.0,2.4
01095,MA,"10,304",93.6,2.3,0.1,2.1,0.0,0.6,1.3,2.9
01096,MA,"2,217",97.5,0.2,0.1,0.3,0.0,0.7,1.2,1.8
01097,MA,111,98.2,0.0,0.0,0.0,0.0,0.0,1.8,5.4
01098,MA,"1,101",97.3,0.1,0.0,0.9,0.0,0.0,1.7,1.1
01103,MA,"2,479",48.0,18.1,1.0,2.5,0.0,25.2,5.1,54.3
01104,MA,"22,865",56.8,13.6,0.8,1.5,0.1,22.3,4.9,48.7
01105,MA,"12,350",37.6,23.6,1.1,1.0,0.1,31.5,5.1,62.6
01106,MA,"15,784",92.4,1.1,0.0,4.7,0.0,0.5,1.3,2.3
01106,MA,237,89.0,5.1,0.0,5.9,0.0,0.0,0.0,3.0
01107,MA,"11,611",42.9,11.4,0.8,0.5,0.1,38.0,6.3,78.6
01108,MA,"26,688",49.8,19.2,0.6,6.0,0.1,19.7,4.7,39.0
01109,MA,"30,250",33.6,43.4,0.7,1.1,0.1,15.9,5.1,33.9
01118,MA,"14,071",74.4,14.1,0.2,3.8,0.1,4.0,3.4,14.2
01119,MA,"14,152",63.1,21.6,0.5,1.7,0.1,9.2,3.9,21.9
01128,MA,"2,631",81.5,10.2,0.1,3.1,0.1,2.6,2.4,8.1
01129,MA,"7,019",70.0,17.3,0.4,2.8,0.0,5.8,3.7,17.0
01151,MA,"8,698",62.2,17.0,0.5,1.6,0.1,13.6,5.1,33.6
01201,MA,"44,737",88.3,5.3,0.2,1.2,0.0,1.9,3.0,5.0
01201,MA,"1,767",96.7,0.5,0.2,0.7,0.0,0.6,1.3,2.0
01220,MA,"5,515",96.7,0.6,0.2,0.6,0.0,0.2,1.7,1.0
01220,MA,"3,088",97.5,0.7,0.1,0.3,0.0,0.3,1.0,1.4
01222,MA,829,96.4,1.7,0.1,0.0,0.0,0.6,1.2,4.2
01223,MA,"2,314",97.2,0.5,0.2,0.3,0.0,0.8,0.9,1.9
01224,MA,182,93.4,0.6,0.0,4.4,0.0,0.0,1.6,0.0
01225,MA,514,97.5,0.6,0.2,0.2,0.0,0.4,1.2,0.2
01225,MA,"2,603",97.9,0.5,0.1,0.4,0.0,0.2,0.9,1.2
01226,MA,"6,945",96.8,0.7,0.0,0.8,0.0,0.5,1.1,1.6
01229,MA,95,97.9,1.1,0.0,0.0,0.0,0.0,1.1,0.0
01230,MA,"2,231",89.6,2.6,0.5,2.0,0.0,2.8,2.5,7.7
01230,MA,425,93.4,1.4,0.0,0.9,0.2,0.9,3.1,3.5
01230,MA,"5,774",93.1,2.4,0.3,1.4,0.0,1.0,1.9,4.0
01235,MA,"2,766",97.8,0.6,0.3,0.3,0.0,0.1,0.9,0.7
01236,MA,684,93.3,1.0,0.1,0.6,0.0,0.9,4.1,5.4
01236,MA,825,95.4,1.0,0.0,1.0,0.0,0.8,1.8,1.7
01237,MA,"2,496",96.5,1.7,0.0,0.4,0.0,0.4,0.9,1.6
01238,MA,"2,051",93.1,1.0,0.2,2.0,0.0,2.3,1.5,7.2
01238,MA,"3,996",95.3,1.1,0.1,1.5,0.0,1.2,0.8,2.8
01240,MA,"1,675",96.6,0.4,0.1,0.6,0.1,0.9,1.3,2.8
01240,MA,"2,859",93.6,1.9,0.2,1.9,0.0,0.7,1.7,2.2
01242,MA,476,96.0,0.0,0.0,1.7,0.0,0.8,1.5,2.9
01243,MA,334,99.1,0.0,0.0,0.3,0.0,0.3,0.3,0.3
01244,MA,151,99.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0
01245,MA,985,97.8,1.4,0.0,0.1,0.0,0.4,0.3,0.7
01247,MA,"13,708",93.0,2.3,0.3,0.7,0.1,1.1,2.6,3.5
01247,MA,"2,379",98.3,0.4,0.1,0.3,0.0,0.0,0.9,0.9
01253,MA,731,97.1,0.0,0.4,0.6,0.0,0.6,1.4,1.5
01254,MA,972,98.0,0.3,0.2,0.6,0.0,0.3,0.5,1.8
01255,MA,915,96.4,0.9,0.1,0.8,0.2,0.3,1.3,1.1
01256,MA,692,93.8,1.9,0.6,0.3,0.0,0.0,3.5,1.3
01257,MA,"2,121",95.1,0.9,0.2,0.5,0.0,1.7,1.5,3.3
01258,MA,374,97.1,1.1,0.0,0.5,0.0,0.3,1.1,1.1
01259,MA,635,97.5,0.2,0.0,1.1,0.0,0.6,0.6,1.9
01260,MA,240,96.7,2.5,0.0,0.4,0.0,0.0,0.4,0.4
01262,MA,"1,238",95.7,0.8,0.1,1.3,0.0,1.0,1.1,3.5
01264,MA,137,98.5,0.0,0.7,0.7,0.0,0.0,0.0,2.2
01266,MA,"1,463",96.7,0.9,0.0,1.2,0.0,0.6,0.6,1.9
01267,MA,"4,325",83.0,4.4,0.1,7.5,0.1,0.9,4.1,5.3
01267,MA,"3,664",93.3,1.0,0.2,2.1,0.0,1.1,2.4,2.5
01270,MA,778,95.6,0.8,0.3,0.6,0.0,0.1,2.6,0.5
01301,MA,"17,456",92.4,1.7,0.3,1.4,0.0,1.6,2.6,4.9
01301,MA,244,96.3,0.0,0.0,3.3,0.0,0.0,0.4,0.4
01330,MA,"1,506",96.3,0.3,0.5,0.5,0.0,0.0,2.3,1.9
01331,MA,"8,265",94.8,1.0,0.3,0.9,0.0,1.0,1.9,3.9
01331,MA,"4,998",96.5,1.0,0.1,0.3,0.0,0.7,1.4,2.5
01337,MA,"2,596",97.9,0.1,0.1,0.4,0.0,0.3,1.2,0.9
01338,MA,187,98.4,0.0,0.0,0.0,0.0,0.0,1.6,1.6
01339,MA,"1,438",96.6,0.2,0.5,0.9,0.0,0.1,1.7,0.8
01340,MA,"1,701",96.5,0.5,0.1,0.8,0.0,0.3,1.9,0.8
01341,MA,"1,833",96.5,0.2,0.4,0.6,0.1,0.2,2.1,1.5
01342,MA,643,91.8,1.7,0.0,2.5,0.0,0.3,3.7,4.3
01342,MA,849,96.6,1.1,0.0,0.8,0.1,0.2,1.2,1.9
01343,MA,75,97.3,0.0,0.0,0.0,0.0,0.0,2.7,0.0
01344,MA,353,98.0,0.3,0.3,0.0,0.0,0.3,1.1,1.7
01344,MA,"1,145",96.9,0.3,0.0,0.3,0.0,0.5,1.9,2.1
01346,MA,533,96.8,0.6,0.2,0.0,0.0,0.2,2.3,1.7
01347,MA,166,92.8,0.6,0.6,1.2,0.0,0.0,4.8,0.6
01349,MA,786,95.5,0.5,0.8,0.6,0.0,0.9,1.6,2.2
01349,MA,305,96.1,0.7,0.0,1.6,0.0,0.0,1.6,3.6
01350,MA,121,95.0,2.5,0.0,2.5,0.0,0.0,0.0,2.5
01351,MA,"2,270",94.1,0.6,0.1,1.1,0.0,1.5,2.6,2.7
01354,MA,"1,500",96.6,0.9,0.2,1.3,0.0,0.1,0.9,0.8
01355,MA,878,96.9,0.2,0.2,0.9,0.0,0.6,1.1,1.0
01360,MA,"1,089",98.0,0.1,0.4,0.4,0.0,0.2,1.0,0.8
01360,MA,"1,943",96.6,0.6,0.1,0.3,0.0,0.8,1.6,2.4
01364,MA,"4,018",95.3,1.3,0.3,0.4,0.0,1.0,1.6,3.6
01364,MA,"3,951",94.8,0.7,0.5,1.8,0.0,0.4,1.8,2.0
01366,MA,243,99.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0
01366,MA,"1,034",98.2,0.2,0.1,0.3,0.0,0.3,1.0,1.4
01367,MA,522,97.7,0.8,0.4,0.0,0.0,0.2,1.0,1.1
01368,MA,"1,261",96.9,0.6,0.7,0.7,0.0,0.3,0.8,2.6
01370,MA,"1,731",95.4,0.3,0.2,1.6,0.0,0.2,2.3,1.4
01370,MA,"2,353",97.0,0.5,0.3,0.6,0.0,0.3,1.4,0.6
01373,MA,"1,880",94.8,0.7,0.1,2.2,0.0,0.8,1.4,3.2
01373,MA,"2,720",96.0,0.6,0.0,1.5,0.0,0.4,1.5,1.8
01375,MA,"3,684",87.1,2.9,0.4,5.2,0.0,1.7,2.7,4.9
01376,MA,"4,470",91.4,1.5,0.4,0.5,0.0,2.9,3.2,7.3
01376,MA,777,93.8,1.7,0.1,0.9,0.0,0.6,2.8,3.6
01378,MA,774,97.7,0.0,0.5,0.9,0.0,0.0,0.9,1.0
01379,MA,813,95.5,1.9,0.9,0.7,0.0,0.5,0.6,2.1
01420,MA,"40,318",78.2,5.1,0.3,3.6,0.0,9.1,3.6,21.6
01420,MA,19,84.2,0.0,5.3,0.0,0.0,0.0,10.5,0.0
01430,MA,"1,062",95.2,1.1,0.0,1.9,0.0,0.7,1.1,2.0
01430,MA,"5,027",95.6,0.9,0.2,1.0,0.0,0.6,1.6,2.6
01431,MA,"3,074",97.1,0.4,0.2,0.3,0.0,0.4,1.6,1.9
01432,MA,"2,868",86.6,4.5,0.5,2.5,0.3,2.0,3.5,6.7
01432,MA,45,93.3,0.0,0.0,4.4,0.0,0.0,2.2,0.0
01432,MA,"4,176",84.1,4.8,0.1,4.5,0.2,2.7,3.5,4.8
01434,MA,"1,795",76.7,19.6,0.0,2.7,0.0,0.8,0.3,10.8
01436,MA,"1,905",97.3,0.7,0.1,0.5,0.0,0.3,1.1,2.4
01436,MA,"1,431",96.0,1.1,0.2,0.7,0.0,0.2,1.8,1.9
01438,MA,559,97.1,0.5,0.0,0.0,0.0,2.0,0.4,4.3
01440,MA,"20,228",91.4,2.8,0.3,1.4,0.1,1.7,2.2,7.1
01440,MA,119,97.5,1.7,0.0,0.0,0.0,0.0,0.8,1.7
01450,MA,"1,124",95.9,1.0,0.0,1.0,0.0,0.4,1.8,1.1
01450,MA,"9,522",94.9,0.4,0.1,3.0,0.0,0.3,1.4,1.9
01451,MA,"4,747",93.5,0.4,0.1,3.5,0.1,0.2,2.3,1.9
01452,MA,"4,382",97.4,0.6,0.1,0.5,0.0,0.4,1.1,1.4
01453,MA,"40,740",83.8,5.1,0.2,2.8,0.1,5.3,2.8,14.5
01453,MA,143,96.5,1.4,0.0,2.1,0.0,0.0,0.0,0.0
01460,MA,"2,789",94.8,0.6,0.0,2.3,0.0,0.1,2.2,1.4
01460,MA,"6,135",92.7,0.6,0.1,4.7,0.0,0.3,1.6,1.4
01462,MA,"1,760",95.0,1.0,0.3,1.1,0.0,1.0,1.6,2.7
01462,MA,"8,326",95.2,0.9,0.1,1.7,0.0,0.6,1.5,2.3
01463,MA,"2,059",96.0,1.0,0.2,1.1,0.0,0.1,1.6,1.9
01463,MA,"2,504",95.0,1.0,0.2,1.5,0.0,0.8,1.4,2.0
01463,MA,"6,934",97.0,0.2,0.2,1.1,0.0,0.3,1.3,1.5
01464,MA,"1,441",93.8,1.9,0.5,1.4,0.1,0.8,1.5,4.0
01464,MA,"5,770",84.3,9.6,0.2,3.1,0.1,1.0,1.8,8.7
01467,MA,316,93.0,0.0,0.3,3.5,0.0,0.0,3.2,2.2
01468,MA,123,95.1,2.4,0.8,0.0,0.0,0.0,1.6,1.6
01468,MA,"3,898",96.7,0.6,0.1,0.6,0.0,0.3,1.8,1.4
01469,MA,"1,128",96.0,0.7,0.2,1.1,0.0,0.5,1.4,2.4
01469,MA,"5,673",96.7,0.6,0.2,0.9,0.0,0.4,1.2,1.8
01473,MA,"7,277",96.3,0.9,0.2,1.0,0.0,0.5,1.1,2.6
01474,MA,"2,125",96.7,0.8,0.1,0.5,0.0,0.2,1.7,1.7
01475,MA,"4,213",91.2,2.0,0.2,3.2,0.0,1.4,2.1,4.8
01475,MA,"6,057",95.8,1.2,0.1,0.9,0.0,0.6,1.4,2.5
01501,MA,"16,075",94.9,1.1,0.1,1.9,0.0,0.6,1.4,2.6
01503,MA,"2,866",96.0,0.7,0.3,1.4,0.0,0.3,1.3,1.5
01504,MA,"9,026",96.4,0.9,0.2,0.8,0.0,0.3,1.3,2.0
01505,MA,"4,355",93.3,0.7,0.2,3.6,0.0,0.7,1.5,1.5
01506,MA,833,97.5,0.1,0.1,0.2,0.0,0.1,1.9,1.9
01506,MA,"2,557",97.3,0.3,0.2,0.2,0.0,0.1,1.9,1.1
01507,MA,"12,981",96.2,0.7,0.2,0.9,0.1,0.5,1.4,2.9
01510,MA,"7,389",86.7,3.6,0.4,1.0,0.0,6.0,2.3,15.0
01510,MA,"6,217",87.4,3.3,0.3,1.7,0.1,4.9,2.3,11.8
01515,MA,"1,323",96.9,0.6,0.1,0.2,0.0,0.5,1.6,2.6
01515,MA,860,97.6,0.3,0.3,0.3,0.0,0.0,1.4,1.9
01516,MA,"2,557",96.0,0.6,0.1,0.6,0.1,0.2,2.4,1.8
01516,MA,"5,943",96.8,0.5,0.2,1.0,0.0,0.2,1.2,1.6
01518,MA,"1,967",93.8,0.5,0.7,1.6,0.0,1.5,1.9,2.9
01518,MA,"1,007",96.2,0.9,0.2,1.0,0.0,0.7,1.0,0.8
01519,MA,"6,595",93.4,0.8,0.0,3.8,0.0,0.6,1.3,1.9
01520,MA,"13,997",93.9,1.2,0.1,3.1,0.0,0.5,1.3,2.2
01521,MA,"1,464",95.6,0.9,0.7,0.8,0.0,0.3,1.7,2.2
01521,MA,"1,017",98.7,0.2,0.1,0.0,0.0,0.5,0.5,2.5
01522,MA,"3,310",95.0,0.6,0.0,2.4,0.0,1.0,1.0,1.9
01523,MA,"1,564",84.5,6.0,0.1,1.4,0.0,5.6,2.4,8.3
01523,MA,"6,018",88.4,7.0,0.1,1.8,0.0,1.4,1.3,7.9
01524,MA,"6,696",93.8,1.4,0.3,1.9,0.0,0.9,1.6,3.1
01525,MA,290,99.0,0.0,0.0,0.7,0.0,0.3,0.0,2.1
01527,MA,"13,246",94.2,1.3,0.2,1.9,0.1,0.7,1.6,2.3
01529,MA,"3,190",97.3,0.5,0.2,0.9,0.0,0.1,0.9,1.3
01531,MA,999,97.5,0.4,0.4,0.6,0.0,0.1,1.0,0.8
01532,MA,"6,167",88.3,1.1,0.1,7.5,0.0,0.9,2.2,3.0
01532,MA,"7,988",87.2,1.0,0.1,8.7,0.0,1.0,2.0,2.5
01534,MA,366,95.1,0.0,0.0,3.3,0.0,0.0,1.6,0.8
01534,MA,"5,265",96.1,0.6,0.2,0.9,0.0,0.5,1.7,3.2
01535,MA,"2,265",96.7,0.3,0.8,0.2,0.0,0.2,1.7,2.3
01535,MA,"2,415",97.5,0.3,0.0,0.4,0.1,0.2,1.5,1.5
01536,MA,"6,888",89.5,2.8,0.1,5.4,0.0,0.6,1.7,2.5
01537,MA,"2,248",96.3,0.6,0.0,0.9,0.0,0.7,1.3,2.3
01540,MA,"6,103",96.6,0.6,0.2,0.8,0.0,0.6,1.2,2.3
01540,MA,"5,188",93.4,1.6,0.1,1.4,0.0,1.9,1.5,5.2
01541,MA,"3,413",97.2,0.5,0.1,1.2,0.0,0.0,1.1,1.4
01542,MA,"2,202",94.5,1.1,0.5,1.0,0.0,1.9,0.9,3.9
01543,MA,"2,111",96.7,1.0,0.1,0.6,0.1,0.1,1.5,1.5
01543,MA,"5,862",95.3,1.2,0.1,1.9,0.0,0.6,1.0,2.0
01545,MA,"35,299",79.4,1.8,0.1,15.4,0.0,1.5,1.8,2.6
01550,MA,"16,719",81.2,2.6,0.5,1.9,0.0,10.9,2.9,26.6
01560,MA,"4,527",78.3,1.3,0.3,16.7,0.0,1.0,2.4,3.4
01561,MA,330,53.6,32.7,0.6,1.2,0.0,7.9,3.9,14.8
01562,MA,"5,700",95.1,0.8,0.3,0.8,0.1,1.4,1.6,4.3
01562,MA,"5,988",97.3,0.4,0.2,0.7,0.0,0.4,0.9,1.5
01564,MA,"7,808",97.0,0.7,0.2,0.9,0.1,0.3,0.9,2.0
01566,MA,616,95.1,0.8,0.2,3.3,0.0,0.3,0.3,1.8
01566,MA,"2,253",94.5,0.4,0.2,2.9,0.0,0.9,1.1,3.5
01566,MA,"3,425",96.0,0.7,0.1,1.7,0.0,0.3,1.2,2.3
01568,MA,"3,013",95.6,0.9,0.2,1.9,0.0,0.3,1.1,2.1
01568,MA,"4,467",95.1,0.7,0.1,2.4,0.0,0.2,1.5,1.3
01569,MA,"13,569",96.1,0.8,0.1,1.0,0.0,0.5,1.4,1.9
01570,MA,"11,412",89.1,3.8,0.4,1.0,0.0,3.1,2.6,8.9
01570,MA,"5,355",95.7,0.8,0.2,1.3,0.0,0.8,1.3,2.5
01571,MA,"11,390",95.5,1.2,0.1,0.8,0.0,0.9,1.4,2.9
01581,MA,"4,045",86.3,1.3,0.1,6.7,0.0,3.6,1.9,6.2
01581,MA,"14,227",74.9,1.5,0.2,20.5,0.0,1.0,1.9,3.3
01583,MA,50,44.0,34.0,0.0,22.0,0.0,0.0,0.0,2.0
01583,MA,"7,541",93.2,4.3,0.2,0.7,0.0,0.9,0.7,5.3
01585,MA,44,86.4,4.5,0.0,0.0,0.0,0.0,9.1,0.0
01585,MA,"1,413",96.5,1.1,0.2,0.4,0.0,0.4,1.3,1.9
01585,MA,"3,097",97.3,0.5,0.2,0.6,0.0,0.2,1.3,1.6
01588,MA,"6,338",95.2,0.8,0.2,1.0,0.0,1.1,1.7,3.9
01588,MA,"3,395",97.1,0.7,0.0,1.0,0.0,0.3,0.8,1.9
01590,MA,"8,875",96.9,0.4,0.1,0.9,0.1,0.2,1.2,1.3
01602,MA,"22,819",80.8,8.1,0.2,4.6,0.0,3.1,3.1,8.6
01603,MA,"19,916",63.0,11.4,0.6,10.6,0.1,10.3,4.0,24.7
01604,MA,"34,586",71.4,11.2,0.3,6.0,0.1,7.1,3.9,16.8
01604,MA,91,74.7,12.1,0.0,5.5,0.0,7.7,0.0,4.4
01605,MA,"26,221",62.7,16.9,0.5,4.6,0.0,10.5,4.8,28.9
01606,MA,"18,949",82.2,8.3,0.3,3.7,0.0,2.6,2.8,7.9
01606,MA,128,99.2,0.0,0.0,0.0,0.0,0.0,0.8,0.8
01607,MA,"8,250",65.3,18.4,0.4,5.3,0.0,7.1,3.6,19.6
01607,MA,101,93.1,2.0,0.0,1.0,0.0,2.0,2.0,1.0
01608,MA,"3,888",52.5,16.8,1.3,5.4,0.0,19.0,5.0,51.1
01609,MA,"22,421",73.4,8.8,0.4,6.1,0.1,8.1,3.1,18.2
01610,MA,"23,945",58.8,12.0,0.6,7.8,0.1,15.0,5.7,34.8
01611,MA,"2,242",89.2,5.1,0.1,1.4,0.3,1.7,2.3,5.4
01612,MA,"4,845",94.7,2.3,0.1,1.3,0.0,0.3,1.3,3.1
01701,MA,"31,217",83.5,3.8,0.1,6.4,0.0,3.7,2.4,5.2
01702,MA,"37,101",62.1,7.5,0.4,6.3,0.1,17.0,6.5,20.4
01702,MA,105,70.5,6.7,0.0,14.3,0.0,5.7,2.9,8.6
01718,MA,469,65.9,0.4,0.4,29.4,0.0,0.4,3.4,3.4
01719,MA,"4,996",80.5,0.5,0.0,16.3,0.0,0.6,2.0,2.3
01720,MA,"21,361",77.5,1.1,0.1,18.4,0.0,1.2,1.7,2.5
01721,MA,"16,593",84.2,2.4,0.1,8.8,0.0,2.6,1.9,4.5
01730,MA,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01730,MA,"13,210",85.9,2.3,0.1,9.4,0.1,0.4,1.8,2.5
01731,MA,"1,396",75.8,10.8,0.6,3.2,0.2,2.7,6.6,15.3
01740,MA,"4,897",94.9,0.5,0.1,2.6,0.0,0.2,1.6,1.8
01741,MA,"4,852",89.2,0.4,0.0,7.8,0.0,0.5,2.0,2.1
01742,MA,"6,028",84.5,8.0,0.0,4.3,0.0,1.7,1.4,6.1
01742,MA,"11,698",92.3,1.7,0.1,3.9,0.0,0.6,1.4,2.4
01745,MA,397,89.9,0.3,0.0,6.0,0.0,1.8,2.0,3.3
01746,MA,"13,547",94.7,0.9,0.1,2.5,0.0,0.8,1.1,1.8
01747,MA,"3,753",95.4,0.6,0.1,1.1,0.0,1.0,1.7,2.0
01747,MA,"2,158",95.4,0.6,0.1,2.8,0.1,0.4,0.7,2.4
01748,MA,"2,550",94.5,0.9,0.1,3.1,0.0,0.3,1.1,2.3
01748,MA,"12,375",92.9,0.8,0.1,4.7,0.0,0.4,1.2,1.7
01749,MA,"14,907",90.9,1.7,0.2,2.1,0.0,2.8,2.4,4.8
01749,MA,"4,156",94.5,0.8,0.1,2.8,0.0,0.7,1.2,2.3
01752,MA,"38,499",80.9,2.8,0.2,5.0,0.1,7.7,3.3,10.8
01754,MA,"10,106",92.7,1.7,0.1,2.7,0.0,1.3,1.5,3.7
01756,MA,"5,839",97.2,0.4,0.0,1.0,0.0,0.5,0.9,1.3
01757,MA,"25,055",86.3,2.3,0.3,2.3,0.0,5.8,2.9,9.0
01757,MA,"3,006",94.2,0.9,0.0,3.2,0.0,0.3,1.4,2.2
01760,MA,"32,786",87.3,2.1,0.1,7.2,0.0,1.2,2.0,3.0
01770,MA,"4,119",94.4,0.4,0.0,3.3,0.0,0.5,1.4,1.4
01772,MA,"2,650",87.3,0.7,0.1,9.4,0.0,0.7,1.8,2.5
01772,MA,"6,720",88.3,1.0,0.2,8.1,0.0,0.6,1.8,2.9
01773,MA,"5,112",88.9,2.1,0.1,6.0,0.1,0.6,2.2,2.5
01775,MA,"6,590",93.6,0.7,0.2,3.3,0.0,0.4,1.9,1.9
